tag,citation,expmm,expyy,make,state,location,violCode,Description,violFine,violDate,balance,penaltyDate,openFine,openPenalty,noticeDate,ImportDate
2AB5730,13818224,8,12,HOND,MD,800 ORLEANS ST. E/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:54,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
46N344,13818240,10,13,FRHT,MD,1098 CATON AVE S/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:54,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
489M463,13835277,,0,CHRY,MD,3800 BLOCK OF POTEE ST S/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:54,$40.00 ,,$0.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
8AD1032,13818232,4,12,DODG,MD,1200 BLOCK OF E NORTHERN PKWY,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:54,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
6EVF27,13818216,1,13,HOND,MD,800 ORLEANS ST. E/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:53,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
64346Z,13818174,3,14,MERZ,MD,1098 CATON AVE S/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:51,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
1AP6108,13818208,2,14,FORD,MD,1101 CATON AVE N/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:51,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
AED6153,13818190,2,2,CHEV,VA,1098 CATON AVE S/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:51,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
MVJ636,13818182,8,12,HOND,MD,2200 NORTHERN PARKWAY W/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:51,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
1AH7269,13835269,,0,DODG,MD,4862 ERDMAN AVE W/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:50,$0.00 ,,$0.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
51001B,13818166,9,12,OLDS,MD,1400 MADISON ST W/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:49,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
5AS7163,13818133,5,14,FORD,MD,300 MLK JR. BOULEVARD S/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:49,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
65318BY,13818141,10,13,TOYT,MD,1101 CATON AVE N/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:49,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
MCE154,13818158,12,13,CHRY,MD,1098 CATON AVE S/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:49,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
5AG1962,13818125,11,13,HOND,MD,300 MLK JR. BOULEVARD S/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:48,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
7AP7345,13835251,,0,CHEV,MD,5400 BLOCK OF WABASH AVE N/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:48,$40.00 ,,$0.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
3ANR99,13818091,5,14,TOYT,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:47,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
1FVX87,13818109,2,14,DODG,MD,3053 LIBERTY HEIGHTS AVE E/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:47,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
MMZ698,13818117,3,13,CHEV,MD,7200 HARFORD ROAD N/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:47,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
2AM8907,79586335,10,13,DODG,MD,E/S 1700 FLEET ST,12,No Stopping/Standing Not Tow-Away Zone,$32.00 ,7/4/2012 8:45,$32.00 ,,$32.00 ,$0.00 ,,08/09/2012 11:03:00 AM +0000
XHX7750,13818083,2,2,TOYT,VA,2800 BLOCK OF POTEE ST. S/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:45,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
4AM9832,58061987,1,14,HYUN,MD,EDMONSON EB @ COOKS,30,Red Light Violation,$75.00 ,7/4/2012 8:45,$0.00 ,,$75.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
3AD8104,58061979,11,12,DODG,MD,MADISON WB @ CAROLINE,30,Red Light Violation,$75.00 ,7/4/2012 8:44,$75.00 ,,$75.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
57699M8,13818075,4,14,KIA,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:44,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
VRW4352,13835244,,0,HONDA,NC,3800 BLOCK OF POTEE ST S/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:44,$0.00 ,,$0.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
9FBE64,13818067,6,13,HOND,MD,1101 CATON AVE N/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:43,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
5AF9615,13818042,3,13,DODG,MD,582 MLK JR. BOULEVARD N/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:43,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
7ENY52,13818059,9,12,NISS,MD,300 MLK JR. BOULEVARD S/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:43,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
481M325,58061946,4,13,TOYT,MD,RUSSELL SB @ BAYARD,30,Red Light Violation,$75.00 ,7/4/2012 8:43,$0.00 ,,$75.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
8AL7119,13818034,10,13,FORD,MD,2800 BLOCK OF HANOVER STREET N,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:42,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
8FBF99,13817994,8,12,TOYT,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:41,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
AKKM14,13817986,12,12,CHEV,FL,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:41,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
BRP0455,13818026,2,14,MERZ,MD,300 MLK JR. BOULEVARD S/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:41,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
M742185,13818018,12,13,TOYT,MD,2800 BLOCK OF LOCH RAVEN BLVD,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:41,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
3FBZ79,13818000,8,13,DODG,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:41,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
6AE5960,13835236,,0,ACUR,MD,200 NORTHERN PARKWAY W/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:40,$0.00 ,,$0.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
02M815,13817978,8,12,FORD,MD,582 MLK JR. BOULEVARD N/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:40,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
MBE440,13817960,2,14,NISS,MD,2800 BLOCK OF POTEE ST. S/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:40,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
VKY450,13817945,2,14,NISS,MD,5400 BLOCK OF LOCH RAVEN BLVD,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:39,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
FFA1004,13817952,3,14,HOND,MD,1300 BLOCK OF W. COLDSPRING LA,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:39,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
4AG9128,221416,5,11,LINC,MD,E/S 700 PENNSYLVNAIA AVE,22,Expired Tags,$32.00 ,7/4/2012 8:39,$0.00 ,,$0.00 ,$0.00 ,,07/26/2012 11:03:00 AM +0000
29631M1,13817929,12,12,GMC,MD,2446 FREDERICK AVE  E/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:38,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
514M049,13817937,5,13,MITS,MD,582 MLK JR. BOULEVARD N/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:38,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
94656CD,13817911,6,14,AUDI,MD,1101 CATON AVE N/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:38,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
8AL7119,13817903,10,13,FORD,MD,300 PATAPSCO AVE. W/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:37,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
06847M2,13817895,9,13,HOND,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:37,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
267M082,13835228,,0,MITS,MD,3800 BLOCK OF POTEE ST S/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:37,$40.00 ,,$0.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
1FBM60,13817887,6,13,HOND,MD,1300 BLOCK OF W. COLDSPRING LA,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:36,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
1AH6048,13835210,,0,NISS,MD,200 NORTHERN PARKWAY W/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:36,$0.00 ,,$0.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
4AS3197,13817861,6,13,LEXU,MD,1101 CATON AVE N/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:36,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
MMZ698,13817879,3,13,CHEV,MD,5800 WALTHER AVE N/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:36,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
7AP9680,13817853,2,14,CHEV,MD,1400 MADISON ST W/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:35,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
08051M4,13817846,9,13,FORD,MD,1400 MADISON ST W/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:35,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
13259CE,13817838,9,13,ACUR,MD,1300 BLOCK OF W. COLDSPRING LA,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:34,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
2MD2460,13817820,6,12,HOND,MD,300 MLK JR. BOULEVARD S/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:33,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
48995M2,13817812,10,12,CHEV,MD,2800 BLOCK OF POTEE ST. S/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:33,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
45292CE,13835202,,0,TOYT,MD,200 NORTHERN PARKWAY W/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:33,$40.00 ,,$0.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
4HZH616,13817804,2,2,HOND,CA,300 MLK JR. BOULEVARD S/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:31,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
FVE914,58061938,11,13,HOND,MD,EDMONSON EB @ COOKS,30,Red Light Violation,$75.00 ,7/4/2012 8:31,$0.00 ,,$75.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
1AS8243,13817796,4,14,HOND,MD,3600 NORTHERN PARKWAY W/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:30,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
1FZF73,13817788,3,14,VOLK,MD,4200 SINCLAIR LANE W/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:30,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
76605CD,13817762,11,12,HOND,MD,300 MLK JR. BOULEVARD S/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:29,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
2AF2035,13817770,3,13,GMC,MD,1098 CATON AVE S/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:29,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
48995M2,13817754,10,12,CHEV,MD,300 MLK JR. BOULEVARD S/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:28,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
6AN6687,13817747,4,13,CHRY,MD,1400 MADISON ST W/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:28,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
44855M8,13817739,1,14,FORD,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:27,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
429874,13817721,6,14,MERZ,DE,1098 CATON AVE S/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:27,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
D18913,13835194,,0,HD,MD,3800 BLOCK OF POTEE ST S/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:27,$0.00 ,,$0.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
9AJ8554,13817713,2,13,CADI,MD,1101 CATON AVE N/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:26,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
2AN7042,13817689,2,13,MERC,MD,1101 CATON AVE N/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:25,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
6AS0611,13817705,5,14,CHEV,MD,1400 MADISON ST W/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:25,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
6AS5099,13817697,6,14,HOND,MD,3800 BLOCK OF GREENSPRING AVE,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:25,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
D18913,13835186,,0,HD,MD,2800 BLOCK OF POTEE ST. S/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:25,$0.00 ,,$0.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
21V717,58061920,8,13,FORD,MD,CATON SB @ BENSON,31,Right on Red,$75.00 ,7/4/2012 8:25,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
2GAR07,13817671,3,12,TOYT,MD,4942 SINCLAIR LANE W/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:24,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
4AM8450,13835178,1,13,HYUN,MD,300 MLK JR. BOULEVARD S/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:24,$0.00 ,,$0.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
49460BY,13817663,10,13,INFI,MD,1300 BLOCK OF W. COLDSPRING LA,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:22,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
48883M9,13817655,1,14,HOND,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:21,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
761M930,13817648,5,13,JEEP,MD,1200 BLOCK OF E NORTHERN PKWY,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:21,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
181084,58061912,10,13,VOLK,DE,LIBERTY EB @ HILLSDALE,30,Red Light Violation,$75.00 ,7/4/2012 8:20,$75.00 ,,$75.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
2AF7472,13817630,3,13,FORD,MD,7000 REISTERSTOWN RD. S/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:20,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
A215845,58061904,11,13,DODG,MD,COLDSPRING WB @ HILLEN,31,Right on Red,$75.00 ,7/4/2012 8:20,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
35004CE,13817622,6,14,BUIC,MD,800 ORLEANS ST. E/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:18,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
9CHX70,13817614,12,12,TOYT,MD,1200 BLOCK OF E NORTHERN PKWY,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:18,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
25403CE,13817606,3,14,LINC,MD,1200 BLOCK OF E NORTHERN PKWY,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:16,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
1AP6249,13817580,2,14,ACUR,MD,1098 CATON AVE S/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:16,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
5AC0962,13817572,11,12,TOYT,MD,300 MLK JR. BOULEVARD S/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:16,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
5CWW65,13817564,3,13,CHEV,MD,1098 CATON AVE S/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:16,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
4FLN96,13817598,9,13,HOND,MD,300 MLK JR. BOULEVARD S/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:16,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
5AG1963,13817556,12,13,CHEV,MD,3700 PARK HEIGHTS AVE. N/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:15,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
2AB0645,13817549,10,12,FORD,MD,4200 SINCLAIR LANE W/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:15,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
46654B,58061896,11,13,CHRY,MD,RUSSELL SB @ BAYARD,30,Red Light Violation,$75.00 ,7/4/2012 8:13,$0.00 ,,$75.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
98482CA,13817531,7,13,HOND,MD,1400 MADISON ST W/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:13,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
1AL3661,13817523,8,13,HOND,MD,1400 MADISON ST W/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:13,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
38344M5,13817515,8,13,TOYT,MD,4453 SINCLAIR LANE E/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:12,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
4AH1180,13817481,5,13,TOYT,MD,4601 LIBERTY HEIGHTS AVE E/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:11,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
3AG0251,13817499,3,13,HOND,MD,6114 HARFORD ROAD N/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:11,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
2GCR16,13835160,,0,DODG,MD,200 NORTHERN PARKWAY W/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:11,$40.00 ,,$0.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
2AB1001,13817507,8,12,CADI,MD,4332 EDMONSON AVE W/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:11,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
12785CD,13817465,1,14,LEXU,MD,2200 NORTHERN PARKWAY W/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:11,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
XWX4298,13817473,2,2,LINC,VA,582 MLK JR. BOULEVARD N/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:11,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
9FHY66,13817457,7,13,HOND,MD,3600 NORTHERN PARKWAY W/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:10,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
5AD7009,13835152,,0,MERC,MD,5400 BLOCK OF WABASH AVE N/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:10,$40.00 ,,$0.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
4AK4559,13817432,8,13,NISS,MD,4453 SINCLAIR LANE E/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:09,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
40017HV,58061888,11,12,HYUN,MD,NORTH AVE WB @ HOWARD ST,31,Right on Red,$75.00 ,7/4/2012 8:09,$75.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
47247CD,13817440,9,13,AUDI,MD,7000 REISTERSTOWN RD. S/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:09,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
3DBG64,13817424,5,13,HOND,MD,1400 MADISON ST W/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:08,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
6AL8507,58063819,10,13,JEEP,MD,WABASH EB @ BELVEDERE,31,Right on Red,$75.00 ,7/4/2012 8:08,$75.00 ,,$0.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
9AD2791,13817416,12,12,OLDS,MD,2800 BLOCK OF LOCH RAVEN BLVD,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:08,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
HWC239,13817408,9,13,HYUN,MD,2600 BLOCK OF GWYNNS FALLS PKW,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:08,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
7AN0099,58061870,5,14,DODG,MD,COLDSPRING WB @ HILLEN,30,Red Light Violation,$75.00 ,7/4/2012 8:08,$75.00 ,,$75.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
49454M0,13817390,1,14,CHEV,MD,2200 COLD SPRING LANE E/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:07,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
37406CB,13817382,8,12,BMW,MD,300 MLK JR. BOULEVARD S/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:06,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
2AE9913,13817341,1,13,PONT,MD,1101 CATON AVE N/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:06,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
7FMW75,13817374,12,13,MAZD,MD,300 MLK JR. BOULEVARD S/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:06,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
8EHB71,13817325,7,12,MITS,MD,582 MLK JR. BOULEVARD N/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:06,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
6CMC08,13817358,11,12,FORD,MD,3700 PARK HEIGHTS AVE. N/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:06,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
44249B,58061862,7,12,BUIC,MD,ERDMAN EB @ MACON,31,Right on Red,$75.00 ,7/4/2012 8:06,$75.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
29859CE,13817333,7,12,INFI,MD,5400 PERRING PKWY S/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:06,$40.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
2AH0615,13817366,5,13,HOND,MD,1400 MADISON ST W/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:06,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
6EKC59,13817317,10,12,VOLK,MD,800 ORLEANS ST. E/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:05,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
5AG8775,58061854,5,13,HOND,MD,EDMONSON EB @ ATHOL,31,Right on Red,$75.00 ,7/4/2012 8:05,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
03489M6,13835145,,0,CHEV,MD,1323 33RD STREET E/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:05,$40.00 ,,$0.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
9AB4108,13835137,,0,HYUN,MD,3800 BLOCK OF POTEE ST S/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:04,$40.00 ,,$0.00 ,$0.00 ,,07/17/2012 11:02:00 AM +0000
6AS8322,13817291,5,14,NISS,MD,300 MLK JR. BOULEVARD S/B,32,Fixed Speed Camera,$40.00 ,7/4/2012 8:03,$0.00 ,,$0.00 ,$0.00 ,,07/15/2012 11:04:00 AM +0000
